Tile Id,Date,Serving Cell Average RSRP (All),Serving Cell Average RSRQ (All),Total MR Count,Longitude,Latitude,geometry,cluster
'5764608310152497206',2.02E+16,-129.5,-13.88,4,115.105,-8.83962,POINT (115.105 -8.83962),11
'5764608310152497209',2.02E+16,-122.73,-12.73,15,115.106,-8.83995,POINT (115.106 -8.83995),11
'5764608310152497231',2.02E+16,-120.03,-15.9,107,115.105,-8.83792,POINT (115.105 -8.83792),11
'5764608310152497239',2.02E+16,-127.78,-14.28,9,115.104,-8.83656,POINT (115.104 -8.83656),12
'5764608310152497285',2.02E+16,-120.82,-14.33,112,115.107,-8.84063,POINT (115.107 -8.840630000000001),11
'5764608310152497317',2.02E+16,-122.6,-16.3,5,115.108,-8.84063,POINT (115.108 -8.840630000000001),11
'5764608310152497327',2.02E+16,-122,-14.46,23,115.109,-8.84063,POINT (115.109 -8.840630000000001),11
'5764608310152497329',2.02E+16,-120.77,-18.57,22,115.108,-8.83995,POINT (115.108 -8.83995),11
'5764608310152497341',2.02E+16,-128,-18.62,4,115.109,-8.83928,POINT (115.109 -8.83928),11
'5764608310152497351',2.02E+16,-120.76,-11.62,413,115.107,-8.83792,POINT (115.107 -8.83792),11
'5764608310152497355',2.02E+16,-122,-16.5,2,115.108,-8.8386,POINT (115.108 -8.8386),11
'5764608310152497407',2.02E+16,-120.96,-12.21,485,115.109,-8.83656,POINT (115.109 -8.83656),11
'5764608310152497472',2.02E+16,-122,-14.73,56,115.104,-8.83351,POINT (115.104 -8.83351),1
'5764608310152497504',2.02E+16,-120.85,-13.31,46,115.105,-8.83351,POINT (115.105 -8.83351),1
'5764608310152497565',2.02E+16,-122.45,-12.88,118,115.107,-8.83385,POINT (115.107 -8.83385),1
'5764608310152497613',2.02E+16,-120.82,-11.5,11,115.107,-8.83249,POINT (115.107 -8.83249),1
'5764608310152497648',2.02E+16,-120.98,-13.31,268,115.108,-8.83215,POINT (115.108 -8.83215),1
'5764608310152497655',2.02E+16,-121.48,-12.86,136,115.108,-8.83113,POINT (115.108 -8.83113),1
'5764608310152497673',2.02E+16,-121,-13.73,15,115.11,-8.84131,POINT (115.11 -8.84131),11
'5764608310152497690',2.02E+16,-121.25,-12.95,28,115.11,-8.84029,POINT (115.11 -8.84029),11
'5764608310152497794',2.02E+16,-123,-16.62,8,115.112,-8.84165,POINT (115.112 -8.84165),11
'5764608310152497805',2.02E+16,-124.57,-15.36,7,115.113,-8.84063,POINT (115.113 -8.840630000000001),11
'5764608310152497832',2.02E+16,-123.87,-16.09,16,115.114,-8.84165,POINT (115.114 -8.84165),11
'5764608310152497941',2.02E+16,-121,-20,5,115.109,-8.83385,POINT (115.109 -8.83385),11
'5764608310152498036',2.02E+16,-120.72,-12.72,2132,115.111,-8.83147,POINT (115.111 -8.831469999999999),8
'5764608310152498123',2.02E+16,-123.77,-17.35,43,115.113,-8.83317,POINT (115.113 -8.833169999999999),3
'5764608310152498150',2.02E+16,-124.43,-16.64,14,115.114,-8.83283,POINT (115.114 -8.83283),3
'5764608310152498185',2.02E+16,-122.67,-13.58,6,115.104,-8.83046,POINT (115.104 -8.83046),1
'5764608310152498228',2.02E+16,-121.98,-11.89,575,115.105,-8.82876,POINT (115.105 -8.828760000000001),1
'5764608310152498229',2.02E+16,-121.86,-14.02,434,115.105,-8.82842,POINT (115.105 -8.828419999999999),1
'5764608310152498231',2.02E+16,-122.08,-12.13,553,115.105,-8.82842,POINT (115.105 -8.828419999999999),1
'5764608310152498237',2.02E+16,-120.42,-13.93,67,115.106,-8.82842,POINT (115.106 -8.828419999999999),1
'5764608310152498244',2.02E+16,-121.34,-12.12,9,115.104,-8.8274,POINT (115.104 -8.827400000000001),1
'5764608310152498250',2.02E+16,-120.93,-16.79,14,115.105,-8.82808,POINT (115.105 -8.82808),1
'5764608310152498264',2.02E+16,-120.05,-16.91,22,115.104,-8.82672,POINT (115.104 -8.82672),1
'5764608310152498272',2.02E+16,-121.89,-13.61,484,115.105,-8.82808,POINT (115.105 -8.82808),1
'5764608310152498274',2.02E+16,-121.79,-14.6,306,115.105,-8.82808,POINT (115.105 -8.82808),1
'5764608310152498284',2.02E+16,-120.82,-16.76,375,115.106,-8.8274,POINT (115.106 -8.827400000000001),1
'5764608310152498289',2.02E+16,-121.88,-14.19,8,115.105,-8.82638,POINT (115.105 -8.82638),1
'5764608310152498290',2.02E+16,-120.51,-13.8,376,115.105,-8.82672,POINT (115.105 -8.82672),1
'5764608310152498294',2.02E+16,-121.5,-17.69,54,115.105,-8.82605,POINT (115.105 -8.82605),1
'5764608310152498360',2.02E+16,-120.25,-12.43,2273,115.109,-8.82944,POINT (115.109 -8.82944),8
'5764608310152498365',2.02E+16,-121.26,-12.41,1031,115.109,-8.82842,POINT (115.109 -8.828419999999999),8
'5764608310152498390',2.02E+16,-120.53,-16.35,375,115.107,-8.82605,POINT (115.107 -8.82605),8
'5764608310152498391',2.02E+16,-123.45,-18.64,11,115.107,-8.82571,POINT (115.107 -8.825710000000001),8
'5764608310152498393',2.02E+16,-120.16,-15.07,474,115.107,-8.82638,POINT (115.107 -8.82638),8
'5764608310152498421',2.02E+16,-123.71,-12.95,104,115.108,-8.82571,POINT (115.108 -8.825710000000001),8
'5764608310152498422',2.02E+16,-120.01,-14.05,277,115.108,-8.82605,POINT (115.108 -8.82605),8
'5764608310152498424',2.02E+16,-120.95,-13.59,257,115.109,-8.82672,POINT (115.109 -8.82672),8
'5764608310152498435',2.02E+16,-123.1,-12.9,10,115.104,-8.82503,POINT (115.104 -8.82503),1
'5764608310152498454',2.02E+16,-122.35,-13.4,31,115.104,-8.82333,POINT (115.104 -8.82333),1
'5764608310152498457',2.02E+16,-121.27,-12.91,11,115.104,-8.82367,POINT (115.104 -8.82367),1
'5764608310152498472',2.02E+16,-122.75,-18.38,4,115.106,-8.82537,POINT (115.106 -8.825369999999999),8
'5764608310152498482',2.02E+16,-120.63,-14.91,155,115.105,-8.82401,POINT (115.105 -8.824010000000001),8
'5764608310152498488',2.02E+16,-121,-18,2,115.106,-8.82401,POINT (115.106 -8.824010000000001),8
'5764608310152498525',2.02E+16,-121.11,-14.65,858,115.104,-8.82028,POINT (115.104 -8.82028),4
'5764608310152498536',2.02E+16,-125,-20,2,115.106,-8.82265,POINT (115.106 -8.822649999999999),8
'5764608310152498550',2.02E+16,-124.11,-16.78,46,115.105,-8.82062,POINT (115.105 -8.82062),4
'5764608310152498551',2.02E+16,-120.45,-12.75,3146,115.105,-8.82028,POINT (115.105 -8.82028),4
'5764608310152498557',2.02E+16,-120.1,-12.25,3356,115.106,-8.82028,POINT (115.106 -8.82028),4
'5764608310152498563',2.02E+16,-121.97,-13.71,243,115.107,-8.82503,POINT (115.107 -8.82503),8
'5764608310152498564',2.02E+16,-120.78,-17.21,158,115.107,-8.82469,POINT (115.107 -8.824689999999999),8
'5764608310152498567',2.02E+16,-124.5,-17.33,12,115.107,-8.82435,POINT (115.107 -8.824350000000001),8
'5764608310152498584',2.02E+16,-122.77,-17.69,71,115.107,-8.82401,POINT (115.107 -8.824010000000001),8
'5764608310152498585',2.02E+16,-121.68,-16.53,98,115.107,-8.82367,POINT (115.107 -8.82367),8
'5764608310152498587',2.02E+16,-122.21,-15.66,228,115.108,-8.82367,POINT (115.108 -8.82367),8
'5764608310152498594',2.02E+16,-120.67,-14.17,998,115.108,-8.82537,POINT (115.108 -8.825369999999999),8
'5764608310152498595',2.02E+16,-120.13,-12.94,1159,115.108,-8.82503,POINT (115.108 -8.82503),8
'5764608310152498598',2.02E+16,-120.39,-12.96,673,115.108,-8.82469,POINT (115.108 -8.824689999999999),8
'5764608310152498599',2.02E+16,-120.65,-13.09,725,115.108,-8.82435,POINT (115.108 -8.824350000000001),8
'5764608310152498610',2.02E+16,-122.48,-14.93,80,115.108,-8.82401,POINT (115.108 -8.824010000000001),8
'5764608310152498613',2.02E+16,-120.61,-14.45,23,115.108,-8.82299,POINT (115.108 -8.822989999999999),8
'5764608310152498616',2.02E+16,-120.46,-15.28,50,115.109,-8.82401,POINT (115.109 -8.824010000000001),8
'5764608310152498617',2.02E+16,-120.72,-14.35,380,115.109,-8.82367,POINT (115.109 -8.82367),8
'5764608310152498619',2.02E+16,-129,-16.5,5,115.109,-8.82367,POINT (115.109 -8.82367),8
'5764608310152498620',2.02E+16,-121.18,-17.1,590,115.109,-8.82333,POINT (115.109 -8.82333),8
'5764608310152498646',2.02E+16,-120.58,-13.37,12,115.107,-8.82062,POINT (115.107 -8.82062),8
'5764608310152498681',2.02E+16,-122.86,-14.11,28,115.109,-8.82096,POINT (115.109 -8.820960000000001),8
'5764608310152498704',2.02E+16,-120.86,-13.99,390,115.109,-8.82944,POINT (115.109 -8.82944),8
'5764608310152498731',2.02E+16,-120.11,-12.18,53,115.112,-8.83046,POINT (115.112 -8.83046),8
'5764608310152498748',2.02E+16,-120.23,-12.96,352,115.111,-8.82876,POINT (115.111 -8.828760000000001),8
'5764608310152498759',2.02E+16,-120.44,-16.97,16,115.11,-8.82706,POINT (115.11 -8.827060000000001),8
'5764608310152498771',2.02E+16,-121,-13.43,37,115.11,-8.82638,POINT (115.11 -8.82638),8
'5764608310152498834',2.02E+16,-120.31,-15.97,133,115.112,-8.82944,POINT (115.112 -8.82944),8
'5764608310152498916',2.02E+16,-128.1,-19.15,20,115.113,-8.8274,POINT (115.113 -8.827400000000001),8
'5764608310152498923',2.02E+16,-121.78,-14.74,23,115.114,-8.82774,POINT (115.114 -8.827739999999999),3
'5764608310152498926',2.02E+16,-120.23,-14.78,304,115.114,-8.8274,POINT (115.114 -8.827400000000001),3
'5764608310152498956',2.02E+16,-120.6,-13.78,1430,115.11,-8.82469,POINT (115.11 -8.824689999999999),8
'5764608310152498962',2.02E+16,-120.69,-13.47,319,115.11,-8.82401,POINT (115.11 -8.824010000000001),8
'5764608310152498966',2.02E+16,-121.14,-15.47,35,115.11,-8.82333,POINT (115.11 -8.82333),8
'5764608310152498972',2.02E+16,-123.12,-12.64,42,115.11,-8.82333,POINT (115.11 -8.82333),8
'5764608310152498981',2.02E+16,-120.32,-16.84,28,115.111,-8.82435,POINT (115.111 -8.824350000000001),8
'5764608310152498992',2.02E+16,-123.87,-18.09,47,115.111,-8.82401,POINT (115.111 -8.824010000000001),8
'5764608310152498998',2.02E+16,-120.54,-13.04,473,115.111,-8.82333,POINT (115.111 -8.82333),8
'5764608310152499025',2.02E+16,-123,-12.5,1,115.109,-8.82096,POINT (115.109 -8.820960000000001),8
'5764608310152499033',2.02E+16,-122.24,-11.43,45,115.11,-8.82096,POINT (115.11 -8.820960000000001),8
'5764608310152499035',2.02E+16,-122.1,-11.5,63,115.11,-8.82096,POINT (115.11 -8.820960000000001),8
'5764608310152499038',2.02E+16,-122.81,-11.43,36,115.11,-8.82062,POINT (115.11 -8.82062),8
'5764608310152499044',2.02E+16,-120.69,-16.58,13,115.111,-8.82197,POINT (115.111 -8.82197),8
'5764608310152499056',2.02E+16,-123.82,-11.19,90,115.111,-8.82129,POINT (115.111 -8.821289999999999),8
'5764608310152499057',2.02E+16,-120.85,-9.76,68,115.111,-8.82096,POINT (115.111 -8.820960000000001),8
'5764608310152499104',2.02E+16,-121.72,-14.37,239,115.113,-8.82537,POINT (115.113 -8.825369999999999),8
'5764608310152499107',2.02E+16,-120.46,-14.62,385,115.114,-8.82503,POINT (115.114 -8.82503),8
'5764608310152499170',2.02E+16,-121.3,-12.81,201,115.114,-8.82265,POINT (115.114 -8.822649999999999),8
'5764608310152499192',2.02E+16,-121.28,-13.38,2173,115.114,-8.82129,POINT (115.114 -8.821289999999999),8
'5764608310152499264',2.02E+16,-123.07,-17.15,30,115.093,-8.81722,POINT (115.093 -8.817219999999999),10
'5764608310152499284',2.02E+16,-123.85,-14.75,40,115.093,-8.81519,POINT (115.093 -8.815189999999999),10
'5764608310152499621',2.02E+16,-123.42,-14.87,234,115.097,-8.81349,POINT (115.097 -8.81349),4
'5764608310152499750',2.02E+16,-121.62,-11.54,13,115.1,-8.81926,POINT (115.1 -8.81926),4
'5764608310152499768',2.02E+16,-125,-16.25,8,115.1,-8.81858,POINT (115.1 -8.818580000000001),4
'5764608310152499939',2.02E+16,-121,-18.5,2,115.103,-8.81688,POINT (115.103 -8.816880000000001),4
'5764608310152499989',2.02E+16,-121.46,-16.5,13,115.098,-8.81213,POINT (115.098 -8.81213),4
'5764608310152500040',2.02E+16,-128,-14.38,4,115.099,-8.8118,POINT (115.099 -8.8118),4
'5764608310152500065',2.02E+16,-120.45,-15.62,352,115.1,-8.81146,POINT (115.1 -8.81146),4
'5764608310152500132',2.02E+16,-123.2,-14.61,54,115.102,-8.81383,POINT (115.102 -8.813830000000001),4
'5764608310152500140',2.02E+16,-120.82,-13.98,654,115.103,-8.81383,POINT (115.103 -8.813830000000001),4
'5764608310152500146',2.02E+16,-120.41,-18.2,17,115.103,-8.81315,POINT (115.103 -8.81315),4
'5764608310152500149',2.02E+16,-121.68,-14.6,34,115.102,-8.81213,POINT (115.102 -8.81213),4
'5764608310152500153',2.02E+16,-121.7,-14.98,863,115.103,-8.81281,POINT (115.103 -8.812810000000001),4
'5764608310152501253',2.02E+16,-120.67,-19.77,9,115.104,-8.81892,POINT (115.104 -8.81892),4
'5764608310152501257',2.02E+16,-120.84,-14.15,56,115.104,-8.8196,POINT (115.104 -8.819599999999999),4
'5764608310152501261',2.02E+16,-127,-18.25,4,115.104,-8.81892,POINT (115.104 -8.81892),4
'5764608310152501262',2.02E+16,-120.9,-15.61,103,115.105,-8.81926,POINT (115.105 -8.81926),4
'5764608310152501270',2.02E+16,-122.5,-19.5,2,115.104,-8.8179,POINT (115.104 -8.8179),4
'5764608310152501343',2.02E+16,-123.25,-18.25,4,115.105,-8.81485,POINT (115.105 -8.81485),4
'5764608310152501346',2.02E+16,-120.75,-20,4,115.105,-8.81722,POINT (115.105 -8.817219999999999),4
'5764608310152501364',2.02E+16,-121.69,-18.74,49,115.105,-8.81519,POINT (115.105 -8.815189999999999),4
'5764608310152501407',2.02E+16,-122.09,-17.61,22,115.108,-8.81756,POINT (115.108 -8.81756),4
'5764608310152501445',2.02E+16,-122.8,-19.4,5,115.107,-8.81621,POINT (115.107 -8.81621),4
'5764608310152501479',2.02E+16,-121.95,-14.84,19,115.108,-8.81621,POINT (115.108 -8.81621),4
'5764608310152501523',2.02E+16,-120.7,-14.6,10,115.104,-8.81281,POINT (115.104 -8.812810000000001),4
'5764608310152501527',2.02E+16,-121.66,-14.62,65,115.104,-8.81213,POINT (115.104 -8.81213),4
'5764608310152501533',2.02E+16,-122.86,-15.68,14,115.104,-8.81213,POINT (115.104 -8.81213),4
'5764608310152501563',2.02E+16,-128.8,-18.7,5,115.106,-8.81281,POINT (115.106 -8.812810000000001),4
'5764608310152501580',2.02E+16,-120.86,-15.92,253,115.104,-8.81112,POINT (115.104 -8.811119999999999),4
'5764608310152501770',2.02E+16,-125.04,-14.78,23,115.11,-8.81994,POINT (115.11 -8.819939999999999),8
'5764608310152501787',2.02E+16,-123.75,-16.25,4,115.11,-8.81824,POINT (115.11 -8.818239999999999),8
'5764608310152501796',2.02E+16,-122.16,-17.58,100,115.111,-8.81926,POINT (115.111 -8.81926),8
'5764608310152501906',2.02E+16,-122.15,-18.08,13,115.112,-8.81858,POINT (115.112 -8.818580000000001),8
'5764608310152501931',2.02E+16,-122,-18,4,115.114,-8.8196,POINT (115.114 -8.819599999999999),8
'5764608310152502833',2.02E+16,-120.34,-18.08,27,115.111,-8.80739,POINT (115.111 -8.80739),13
'5764608310152503701',2.02E+16,-120.47,-11.82,1198,115.117,-8.83385,POINT (115.117 -8.83385),3
'5764608310152503804',2.02E+16,-122.56,-11.38,975,115.12,-8.83147,POINT (115.12 -8.831469999999999),3
'5764608310152504149',2.02E+16,-121,-11.79,4159,115.12,-8.83113,POINT (115.12 -8.83113),3
'5764608310152504155',2.02E+16,-121.89,-11.41,2727,115.121,-8.83181,POINT (115.121 -8.831810000000001),3
'5764608310152504157',2.02E+16,-120.78,-11.56,608,115.121,-8.83113,POINT (115.121 -8.83113),3
'5764608310152504349',2.02E+16,-124.57,-14.09,21,115.115,-8.82842,POINT (115.115 -8.828419999999999),3
'5764608310152504351',2.02E+16,-120.09,-14.84,101,115.116,-8.82842,POINT (115.116 -8.828419999999999),3
'5764608310152504372',2.02E+16,-120.5,-19.88,4,115.116,-8.82876,POINT (115.116 -8.828760000000001),3
'5764608310152504385',2.02E+16,-122,-14.83,6,115.115,-8.82774,POINT (115.115 -8.827739999999999),3
'5764608310152504444',2.02E+16,-120.23,-13.82,363,115.117,-8.82605,POINT (115.117 -8.82605),3
'5764608310152504445',2.02E+16,-124.67,-16,12,115.117,-8.82571,POINT (115.117 -8.825710000000001),3
'5764608310152504447',2.02E+16,-121.37,-13.49,838,115.117,-8.82571,POINT (115.117 -8.825710000000001),3
'5764608310152504450',2.02E+16,-120.64,-10.93,14,115.118,-8.8308,POINT (115.118 -8.8308),3
'5764608310152504454',2.02E+16,-121.69,-14.24,35,115.118,-8.83012,POINT (115.118 -8.830119999999999),3
'5764608310152504468',2.02E+16,-121,-17.75,2,115.117,-8.82876,POINT (115.117 -8.828760000000001),3
'5764608310152504471',2.02E+16,-122.54,-18.46,39,115.118,-8.82842,POINT (115.118 -8.828419999999999),3
'5764608310152504477',2.02E+16,-120.07,-16.6,30,115.118,-8.82842,POINT (115.118 -8.828419999999999),3
'5764608310152504493',2.02E+16,-120.08,-14,171,115.12,-8.82978,POINT (115.12 -8.82978),3
'5764608310152504494',2.02E+16,-121.39,-16.15,156,115.12,-8.83012,POINT (115.12 -8.830119999999999),3
'5764608310152504503',2.02E+16,-120.75,-13.46,12,115.119,-8.82842,POINT (115.119 -8.828419999999999),3
'5764608310152504508',2.02E+16,-120.87,-15.09,439,115.12,-8.82876,POINT (115.12 -8.828760000000001),3
'5764608310152504524',2.02E+16,-122.81,-14.4,83,115.118,-8.8274,POINT (115.118 -8.827400000000001),3
'5764608310152504527',2.02E+16,-120.79,-15.53,190,115.119,-8.82706,POINT (115.119 -8.827060000000001),3
'5764608310152504534',2.02E+16,-121.13,-15.53,80,115.118,-8.82605,POINT (115.118 -8.82605),3
'5764608310152504546',2.02E+16,-124.7,-13,10,115.119,-8.82808,POINT (115.119 -8.82808),3
'5764608310152504561',2.02E+16,-120.84,-15.85,88,115.119,-8.82638,POINT (115.119 -8.82638),3
'5764608310152504562',2.02E+16,-121.75,-17.08,93,115.119,-8.82672,POINT (115.119 -8.82672),3
'5764608310152504567',2.02E+16,-122.33,-20,3,115.119,-8.82571,POINT (115.119 -8.825710000000001),3
'5764608310152504569',2.02E+16,-120.5,-14.99,48,115.12,-8.82638,POINT (115.12 -8.82638),3
'5764608310152504595',2.02E+16,-120.41,-14.93,143,115.115,-8.82367,POINT (115.115 -8.82367),8
'5764608310152504598',2.02E+16,-120.35,-14.81,570,115.115,-8.82333,POINT (115.115 -8.82333),8
'5764608310152504712',2.02E+16,-120.17,-12.85,40,115.118,-8.82537,POINT (115.118 -8.825369999999999),3
'5764608310152504721',2.02E+16,-121.06,-15.22,109,115.117,-8.82367,POINT (115.117 -8.82367),3
'5764608310152504744',2.02E+16,-120.97,-14.92,67,115.12,-8.82537,POINT (115.12 -8.825369999999999),3
'5764608310152504751',2.02E+16,-120.16,-15.04,183,115.12,-8.82435,POINT (115.12 -8.824350000000001),3
'5764608310152504758',2.02E+16,-120.57,-10.43,7,115.119,-8.82333,POINT (115.119 -8.82333),3
'5764608310152504761',2.02E+16,-124.25,-18.56,36,115.12,-8.82367,POINT (115.12 -8.82367),3
'5764608310152504775',2.02E+16,-120.66,-14.19,8653,115.118,-8.82164,POINT (115.118 -8.821639999999999),3
'5764608310152504863',2.02E+16,-120.59,-13.2,51,115.121,-8.82842,POINT (115.121 -8.828419999999999),3
'5764608310152504907',2.02E+16,-123.76,-11.16,46,115.121,-8.82774,POINT (115.121 -8.827739999999999),3
'5764608310152504911',2.02E+16,-120.4,-14.63,250,115.121,-8.82706,POINT (115.121 -8.827060000000001),3
'5764608310152504912',2.02E+16,-123.17,-13.96,42,115.12,-8.82672,POINT (115.12 -8.82672),3
'5764608310152504937',2.02E+16,-126,-16.25,2,115.122,-8.82774,POINT (115.122 -8.827739999999999),3
'5764608310152504945',2.02E+16,-120.07,-10.46,613,115.122,-8.82638,POINT (115.122 -8.82638),3
'5764608310152504997',2.02E+16,-122.09,-12.65,2844,115.124,-8.82978,POINT (115.124 -8.82978),3
'5764608310152505009',2.02E+16,-120.16,-14.53,161,115.124,-8.8291,POINT (115.124 -8.8291),3
'5764608310152505022',2.02E+16,-121.74,-14.23,72,115.125,-8.82876,POINT (115.125 -8.828760000000001),9
'5764608310152505055',2.02E+16,-128.6,-17.8,5,115.124,-8.82571,POINT (115.124 -8.825710000000001),9
'5764608310152505063',2.02E+16,-120.43,-15.78,81,115.125,-8.82706,POINT (115.125 -8.827060000000001),9
'5764608310152505080',2.02E+16,-120.13,-10.93,687,115.125,-8.82672,POINT (115.125 -8.82672),9
'5764608310152505081',2.02E+16,-123.55,-17.35,731,115.125,-8.82638,POINT (115.125 -8.82638),9
'5764608310152505082',2.02E+16,-120.93,-14.87,27,115.125,-8.82672,POINT (115.125 -8.82672),9
'5764608310152505087',2.02E+16,-124.14,-18.49,560,115.125,-8.82571,POINT (115.125 -8.825710000000001),9
'5764608310152505119',2.02E+16,-120.39,-14.51,386,115.121,-8.82299,POINT (115.121 -8.822989999999999),3
'5764608310152505139',2.02E+16,-120.88,-12.57,632,115.122,-8.82367,POINT (115.122 -8.82367),9
'5764608310152505211',2.02E+16,-120.64,-12.49,596,115.123,-8.82096,POINT (115.123 -8.820960000000001),9
'5764608310152505217',2.02E+16,-121.67,-16.81,51,115.123,-8.82503,POINT (115.123 -8.82503),9
'5764608310152505222',2.02E+16,-120.19,-16.03,215,115.123,-8.82469,POINT (115.123 -8.824689999999999),9
